Gene ID	Gene Name	SRR1027602	SRR1027592	SRR1027598	SRR1027591	SRR1027600	SRR1027596	SRR1027601	SRR1027599	SRR1027605	SRR1027604	SRR1027595	SRR1027594	SRR1027593	SRR1027597	SRR1027603	SRR1027606
ENSG00000224778	CENPIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224781	EIF4A2P4	64	32	49	50	62	49	57	59	73	106	66	150	148	46	105	79
ENSG00000224783	MIPEPP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224784	S100A15A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224785		0	0	2	0	0	4	0	1	3	2	1	1	2	1	3	1
ENSG00000224786	CETN4P	8	17	12	15	14	12	12	15	17	6	15	1	1	7	1	16
ENSG00000224788	LINC02670	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000224789		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224790		9	12	6	12	13	10	9	14	8	9	13	8	10	4	11	11
ENSG00000224791	KRT18P39	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000224792	IQCF4P	0	0	0	0	0	0	0	1	0	3	0	1	0	0	2	0
ENSG00000224794		0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0
ENSG00000224795	NTM-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224796	RPL32P1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000224797		0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0
ENSG00000224799		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224800	RPS27AP6	1	4	1	4	4	4	1	2	4	3	5	2	4	4	2	2
ENSG00000224802	TUBB4BP2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000224805	LINC00853	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000224806	ARL5AP4	2	3	1	1	0	2	1	1	2	1	0	0	0	0	0	2
ENSG00000224807	DUX4L9	0	1	2	2	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000224808	SRGAP3-AS1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000224809	BEND3P2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000224810		2	0	2	0	0	0	0	0	0	1	0	0	0	2	0	1
ENSG00000224812	TMEM72-AS1	7	19	9	16	10	9	7	6	10	20	6	13	9	13	27	5
ENSG00000224814		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224815		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000224816	NAP1L4P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224817		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224818		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224819		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224820	BTF3P4	2	0	0	1	0	0	0	1	1	2	1	0	1	1	1	1
ENSG00000224821	COL4A2-AS2	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0
ENSG00000224822	THRB-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224825	RORB-AS1	0	1	0	1	0	2	0	2	0	3	2	2	1	0	0	2
ENSG00000224826	USP21P1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000224827	LINC00265-2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224829	TOMM20P1	0	0	0	1	0	0	0	2	1	1	0	0	1	0	0	0
ENSG00000224830	OR2X1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224831	TMEM183B	18	21	11	15	19	13	13	17	17	14	16	14	21	14	18	22
ENSG00000224832	LINC01689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224834	BTF3P9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000224836		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224837	GCSHP5	45	33	24	34	27	23	29	22	45	19	41	16	17	26	25	45
ENSG00000224839	RPL12P17	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1
ENSG00000224842		3	1	4	2	0	1	3	0	1	0	1	0	0	5	0	1
ENSG00000224843	LINC00240	7	9	6	6	4	5	2	3	2	11	8	1	7	7	7	9
ENSG00000224844		0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
ENSG00000224846	NQO2-AS1	0	1	0	0	2	0	0	2	0	0	0	0	1	2	0	4
ENSG00000224848		0	0	3	1	0	1	0	1	1	1	0	0	0	3	0	1
ENSG00000224851	LINC00502	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000224852	MTND5P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224853	LINC00393	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000224854	CDKN2A-DT	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000224855	OPA1-AS1	0	0	0	0	0	0	0	0	1	2	0	2	0	1	0	1
ENSG00000224856	RPL35AP36	2	4	5	3	1	1	5	1	2	5	3	3	4	2	1	3
ENSG00000224857	LINC01691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224858	RPL29P11	0	1	1	2	0	0	1	0	0	3	2	3	2	0	5	2
ENSG00000224860	GXYLT1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224861	YBX1P1	10	9	8	8	4	10	6	6	11	10	9	17	11	8	6	16
ENSG00000224863	LINC01398	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0
ENSG00000224864		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224865		0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	1
ENSG00000224866	USP9YP25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224869		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224870	MRPL20-AS1	272	267	182	297	256	264	280	256	330	212	251	165	180	196	211	369
ENSG00000224873	CDY13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224875	EML4-AS1	1	0	3	0	0	0	0	1	1	0	0	0	1	5	1	0
ENSG00000224876		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000224877	NDUFAF8	179	196	277	213	171	205	177	153	228	125	182	129	140	259	135	247
ENSG00000224879		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224880	MTCYBP29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224881		0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
ENSG00000224883		1	1	1	1	1	2	0	3	0	6	1	3	0	0	6	0
ENSG00000224884		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224885	EIPR1-IT1	0	3	3	2	3	2	1	2	1	5	2	1	1	4	3	7
ENSG00000224886		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224887	NFYCP2	1	3	6	2	1	3	3	3	2	2	1	1	4	3	4	2
ENSG00000224888		5	12	12	5	9	11	10	13	20	12	11	7	5	8	11	23
ENSG00000224891	ARL14EPP1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224892	RPS4XP16	13	9	21	14	6	14	5	12	15	17	14	14	12	19	19	15
ENSG00000224893	LINC02840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224895	VPS26BP1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000224896	SIGLEC30P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224897	POT1-AS1	39	42	20	29	32	32	27	28	52	24	37	28	25	24	18	42
ENSG00000224899	LINC02830	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000224901		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224902	GAGE12H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224903	RNF32-AS1	1	1	1	1	0	1	1	1	1	0	2	1	1	1	4	1
ENSG00000224904	SBF1P2	2	4	1	4	2	2	2	2	2	2	4	4	5	2	7	2
ENSG00000224905		24	18	17	22	18	27	14	10	22	11	18	10	4	19	6	16
ENSG00000224906	SRP14P1	17	24	12	33	15	15	23	18	29	8	28	10	16	8	8	39
ENSG00000224907	RPL21P91	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1
ENSG00000224908	TIMM8BP2	0	2	2	1	0	0	0	1	0	0	1	0	0	0	2	1
ENSG00000224910	LINC01766	1	0	0	0	0	1	0	0	1	1	0	2	1	0	0	0
ENSG00000224914	LINC00863	31	31	30	33	42	35	47	42	5	29	49	12	19	29	42	4
ENSG00000224916	APOC4-APOC2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000224917		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224918		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000224919		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224920	TACC1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224922		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224924	LINC00320	0	4	0	2	0	0	0	1	0	0	1	0	0	1	0	0
ENSG00000224927	NDUFA5P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224928	KRT8P30	0	1	1	1	1	3	1	1	0	3	4	0	3	0	1	3
ENSG00000224931		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224932	LINC02262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224933	LINC01034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224934		20	39	21	46	28	11	25	25	27	164	19	122	124	15	145	26
ENSG00000224935		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224936	SUCLA2P1	11	6	8	10	4	15	13	9	14	7	9	4	8	5	5	13
ENSG00000224939	LINC00184	0	0	2	0	0	1	2	0	4	0	1	0	0	0	0	2
ENSG00000224940	PRRT4	133	62	81	67	130	177	159	153	146	273	153	117	108	81	272	148
ENSG00000224942	EEDP1	3	2	3	2	2	0	3	1	2	0	2	2	2	2	1	2
ENSG00000224943	LINC02819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224944	CASC6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000224945		18	26	13	24	14	15	12	14	17	93	18	71	66	14	81	12
ENSG00000224946		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000224947	VN1R25P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224948	ATP5MC1P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224949	RPL37P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224950		0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0
ENSG00000224953	SRIP3	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1
ENSG00000224955	KCTD10P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224957	LINC01266	1	0	0	0	0	0	1	0	2	0	1	1	0	0	1	0
ENSG00000224958	PGM5-AS1	0	0	11	0	0	0	1	0	2	0	1	0	0	12	0	2
ENSG00000224959		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224960	PPP4R3C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224961	LINC01752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224962	PSAT1P4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000224963	ECMXP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224964	TRAPPC2P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224965	LINC02586	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1
ENSG00000224966	TBC1D3P6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000224967		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224968	LINC01645	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
ENSG00000224969		1	4	4	5	4	2	3	2	2	13	2	12	9	1	18	1
ENSG00000224970		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224971	SUMO2P3	2	0	2	1	2	2	1	2	0	0	1	1	0	0	0	2
ENSG00000224972		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224973	LARGE-AS1	0	0	0	0	1	1	0	0	1	5	1	0	3	1	2	1
ENSG00000224975	INE1	10	31	20	42	7	27	18	16	11	80	24	27	33	46	87	9
ENSG00000224976	PARP4P2	6	6	3	2	4	3	2	5	1	0	6	1	0	0	0	3
ENSG00000224977	LINC02776	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0
ENSG00000224978	CD84P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224980	RPL23AP85	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000224981		0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000224982	TMEM233	3	0	0	1	1	1	5	0	0	0	2	0	0	0	0	1
ENSG00000224984		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224985		2	0	1	1	0	0	0	2	0	2	1	1	0	1	0	0
ENSG00000224986	PPP1R8P1	2	0	3	4	1	1	0	4	1	5	3	0	2	1	1	5
ENSG00000224987		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224988		0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000224989	FAM41AY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224992		0	3	1	1	0	0	0	0	2	0	0	0	0	0	0	1
ENSG00000224993	RPL29P12	0	0	1	0	0	0	1	1	0	0	1	2	0	1	1	0
ENSG00000224995	LINC01526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224999	VTA1P1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000225000		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225002		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225003	OR51A5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225005		0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0
ENSG00000225006		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225007		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000225008	TWF1P2	0	0	1	1	1	0	1	2	0	2	0	1	1	0	0	1
ENSG00000225011		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225012		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225014	KCTD9P1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225016	LINC00328-2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225017		0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225018		1	0	0	0	1	2	0	0	0	1	0	0	0	2	0	0
ENSG00000225022	UBE2D3P1	69	58	79	70	51	78	84	58	98	71	62	74	74	74	63	87
ENSG00000225024	RPL37P11	14	12	20	19	3	21	11	12	13	21	17	19	23	19	17	17
ENSG00000225025	KIF4CP	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225026		1	1	2	1	1	3	0	0	1	0	2	0	0	0	1	0
ENSG00000225027	IFNWP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225028		2	1	1	1	1	1	1	2	2	3	2	0	0	8	0	0
ENSG00000225030		0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1
ENSG00000225031	EIF4BP7	142	173	209	190	117	123	155	139	211	242	126	312	288	207	254	201
ENSG00000225032		23	20	17	19	12	14	18	9	13	49	13	28	22	16	37	17
ENSG00000225036	CDK4P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225037	EIF1AX-AS1	1	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0
ENSG00000225039	LINC01058	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000225043	RPL18AP2	1	1	0	0	0	0	1	0	1	2	0	4	2	1	3	1
ENSG00000225044		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225045	MTND5P27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225046		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225050		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225051	HMGB3P22	2	2	6	7	1	0	2	0	1	5	1	1	4	5	3	1
ENSG00000225053	PRPF38AP1	10	11	8	7	7	2	6	4	9	11	9	4	6	13	12	10
ENSG00000225055		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225056		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225057		13	6	9	14	10	12	8	2	8	6	3	7	11	4	8	11
ENSG00000225058		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225062	CATIP-AS1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225063	TMCC2-AS1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000225064	LINC01802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225066	MDM4P1	0	0	0	0	1	0	1	1	2	2	1	3	2	0	1	0
ENSG00000225067	RPL23AP2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225069		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225071	RPS26P58	0	1	2	1	0	0	1	1	0	0	1	0	1	0	0	1
ENSG00000225072	OR7E116P	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000225075		0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0
ENSG00000225076	WWC3-AS1	2	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0
ENSG00000225077	LINC00337	0	1	1	3	0	2	3	1	3	2	2	0	1	1	3	2
ENSG00000225078		1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000225079	FTH1P22	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000225080	PFN1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225082	DAP3P1	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0
ENSG00000225083	GRTP1-AS1	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0
ENSG00000225084		0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225085		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225087		0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000225091	SNORA71A	0	2	1	1	0	0	0	0	1	3	0	4	4	2	1	0
ENSG00000225092		0	1	0	1	0	0	0	0	0	2	0	1	2	1	1	0
ENSG00000225093	RPL3P7	491	569	834	612	423	463	525	448	667	657	513	820	863	753	640	663
ENSG00000225094	SETP20	15	16	11	16	12	17	12	17	18	21	16	22	23	20	18	20
ENSG00000225096		2	1	0	2	0	1	0	0	2	0	0	2	1	0	0	3
ENSG00000225098	BCRP1	1	0	0	1	1	1	0	0	1	2	0	5	3	1	0	1
ENSG00000225099	ATP6V1E1P1	8	13	10	16	10	6	9	12	21	10	11	9	10	16	10	28
ENSG00000225100	DPY19L2P5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225101	OR52K3P	0	1	1	0	0	1	0	0	0	0	1	0	0	3	1	0
ENSG00000225102		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225105	LINC01076	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000225106		0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
ENSG00000225107		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225108	ZBTB45P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225110	PNMA6F	5	4	4	6	9	6	1	7	15	24	3	6	10	2	19	2
ENSG00000225111		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225112		0	1	0	2	0	0	0	0	0	0	0	1	0	0	2	0
ENSG00000225113		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225116		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225117	ARSDP1	1	0	1	0	1	0	0	0	0	0	0	2	2	0	0	1
ENSG00000225118		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225121	EEF1B2P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225122		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225123		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225124	RPL23AP36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225125	RANP4	12	4	3	11	5	7	4	9	8	65	8	36	61	11	68	12
ENSG00000225126	CAMTA1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225127	LINC00237	20	12	8	15	15	17	17	15	24	47	14	4	2	6	50	41
ENSG00000225128	LINC00972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225129		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225131	PSME2P2	5	7	4	11	3	12	1	5	8	5	6	6	3	3	2	6
ENSG00000225133	MORF4L1P4	1	2	2	2	0	1	0	2	0	0	1	1	2	0	2	2
ENSG00000225136	PGBD4P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225137	DYNC1I2P1	304	333	257	333	230	283	306	244	371	299	311	299	319	311	309	409
ENSG00000225138	SLC9A3-AS1	196	263	196	251	206	291	206	177	261	574	304	262	280	198	559	214
ENSG00000225140		0	1	1	0	0	0	1	0	1	1	0	2	2	0	2	1
ENSG00000225142		3	0	0	0	1	0	1	1	0	0	1	2	1	3	0	2
ENSG00000225144		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225146		1	1	0	2	3	1	2	2	5	5	2	2	5	5	2	2
ENSG00000225147	RPS12P10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225148		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225151	GOLGA2P7	16	25	13	23	13	23	15	15	28	25	21	21	24	18	28	18
ENSG00000225152		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225154	TUBAP9	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
ENSG00000225155	TOMM22P5	1	1	0	1	2	2	1	1	1	0	2	2	0	3	2	1
ENSG00000225156		32	278	159	301	50	8	20	56	57	225	11	5	4	157	202	48
ENSG00000225158	HSPE1P24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000225159	NPM1P39	42	61	96	71	35	45	43	35	62	63	37	82	76	106	47	81
ENSG00000225163		0	2	1	1	1	0	0	1	2	0	0	1	0	0	1	0
ENSG00000225165	RTRAFP2	15	18	13	16	10	9	12	12	18	9	8	15	13	9	13	15
ENSG00000225166		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225167	TXNP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225169	BRI3P1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225170		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000225171	DUTP6	6	2	3	3	1	2	0	4	2	10	1	13	8	2	14	1
ENSG00000225172		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225173		1	1	3	3	0	0	2	2	6	3	6	4	6	4	1	3
ENSG00000225174	OSTM1-AS1	19	73	30	82	25	14	22	30	40	19	19	1	2	30	17	45
ENSG00000225175		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000225176	ATP5MGP4	1	0	4	2	0	0	1	1	1	1	1	3	2	0	0	1
ENSG00000225177		30	49	25	53	14	24	28	21	26	41	25	40	40	22	33	26
ENSG00000225178	RPSAP58	68	61	74	64	57	70	52	41	91	52	53	96	121	67	81	98
ENSG00000225179	LINC00457	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225180	PVALEF	6	4	2	3	2	4	4	2	4	2	1	2	0	4	1	0
ENSG00000225181		1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225182		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225183		0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
ENSG00000225185	PPIAP8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1
ENSG00000225187		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225189	REREP1Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225190	PLEKHM1	202	272	229	288	206	218	195	180	273	220	253	107	82	200	222	283
ENSG00000225191		1	0	1	0	0	1	1	0	1	2	2	1	2	0	2	0
ENSG00000225192	ZNF33BP1	0	1	0	1	2	0	1	0	0	0	0	1	1	0	0	0
ENSG00000225193	RPS12P26	24	38	51	30	20	19	17	28	28	40	31	46	46	50	44	34
ENSG00000225194	LINC00092	18	27	12	19	36	11	11	43	13	8	4	4	3	7	11	11
ENSG00000225195		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225196	RPL10P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225198	SSXP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225200		26	22	60	34	28	23	39	33	51	49	25	66	47	58	41	48
ENSG00000225203		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225205		13	13	10	20	7	10	9	10	8	10	14	7	6	15	8	16
ENSG00000225206	MIR137HG	12	19	4	21	6	18	11	14	27	11	11	4	11	10	12	24
ENSG00000225208		7	0	0	1	3	4	6	4	0	8	5	20	27	0	7	2
ENSG00000225209		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225210	DUXAP9	0	0	1	0	1	0	0	1	1	0	0	0	0	3	1	1
ENSG00000225212	AKR1B1P6	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225213		1	1	1	3	1	6	3	1	3	9	2	4	4	1	10	2
ENSG00000225214		0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000225215	SMARCE1P1	13	19	16	17	16	17	14	19	22	19	12	25	16	14	18	14
ENSG00000225216		0	4	1	1	0	1	3	0	1	3	2	2	3	1	2	0
ENSG00000225217	HSPA7	0	4	0	0	0	0	0	0	0	1	0	8	16	0	1	0
